price_billion,area_m2,bedrooms_num,district,direction,balcony_direction,furniture_std,legal_std
8.1,70.0,2.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
4.45,71.0,2.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Không rõ
7.9,71.0,2.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
12.5,122.6,3.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,75.0,2.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.5,112.0,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.8,77.0,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.5,92.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.4,76.0,2.0,Hoài Đức,Không rõ,Không rõ,Cơ bản,HĐMB
5.86,77.0,2.0,Hoài Đức,Đông,Không rõ,Cơ bản,HĐMB
5.86,77.0,2.0,Hoài Đức,Đông,Không rõ,Cơ bản,HĐMB
6.4,76.0,2.0,Hoài Đức,Không rõ,Không rõ,Cơ bản,HĐMB
8.6,120.0,3.0,Long Biên,Đông - Nam,Tây - Bắc,Cơ bản,HĐMB
4.62,55.56,2.0,Hoài Đức,Nam,Nam,Cơ bản,HĐMB
4.6,60.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.2,110.0,3.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Không rõ
6.5,68.0,2.0,Nam Từ Liêm,Không rõ,Đông - Nam,Đầy đủ,HĐMB
4.6,58.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.98,43.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.3,110.0,3.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,96.0,3.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.7,70.0,2.0,Cầu Giấy,Đông,Tây,Đầy đủ,Sổ đỏ/Sổ hồng
4.75,70.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.68,63.2,2.0,Gia Lâm,Không rõ,Tây - Bắc,Cơ bản,HĐMB
9.2,99.0,3.0,Tây Hồ,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
9.5,62.4,2.0,Thanh Xuân,Đông - Nam,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
12.5,105.0,3.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.2,57.0,2.0,Gia Lâm,Tây - Bắc,Không rõ,Không rõ,HĐMB
4.8,75.0,3.0,Gia Lâm,Không rõ,Đông - Bắc,Không rõ,Sổ đỏ/Sổ hồng
14.15,128.0,3.0,Cầu Giấy,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.4,63.0,2.0,Hà Đông,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.0,70.0,2.0,Cầu Giấy,Tây - Nam,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
12.0,80.0,2.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
10.4,137.0,3.0,Hà Đông,Không rõ,Tây - Bắc,Không rõ,Không rõ
7.0,61.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Không rõ
6.8,78.0,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.7,92.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.0,90.0,3.0,Hà Đông,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
3.65,45.2,1.0,Gia Lâm,Đông - Bắc,Tây - Nam,Đầy đủ,HĐMB
4.15,62.7,2.0,Gia Lâm,Không rõ,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,77.2,3.0,Gia Lâm,Không rõ,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
4.5,75.0,3.0,Gia Lâm,Không rõ,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
8.2,86.0,2.0,Tây Hồ,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.3,89.0,3.0,Gia Lâm,Đông - Nam,Đông - Nam,Cơ bản,HĐMB
4.35,64.6,2.0,Gia Lâm,Không rõ,Không rõ,Không rõ,HĐMB
5.12,71.2,2.0,Gia Lâm,Không rõ,Đông - Bắc,Đầy đủ,HĐMB
7.17,95.1,3.0,Hoàng Mai,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
4.25,62.8,2.0,Gia Lâm,Đông - Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
13.5,168.0,3.0,Tây Hồ,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.18,61.0,2.0,Gia Lâm,Đông - Nam,Không rõ,Không rõ,Không rõ
4.35,63.7,2.0,Gia Lâm,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
5.05,70.0,2.0,Gia Lâm,Không rõ,Tây - Bắc,Đầy đủ,HĐMB
2.9,43.0,1.0,Gia Lâm,Không rõ,Đông - Bắc,Không rõ,Không rõ
4.25,70.5,2.0,Gia Lâm,Không rõ,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.9,68.4,2.0,Gia Lâm,Không rõ,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
9.3,97.0,3.0,Long Biên,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.5,86.0,3.0,Hà Đông,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
10.3,98.7,3.0,Bắc Từ Liêm,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
13.0,121.0,3.0,Cầu Giấy,Đông - Nam,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.08,55.56,2.0,Hoài Đức,Nam,Nam,Cơ bản,HĐMB
2.27,30.0,1.0,Gia Lâm,Đông - Nam,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
10.7,131.0,3.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
17.0,258.0,5.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.7,67.0,2.0,Bắc Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.88,43.72,1.0,Hoài Đức,Bắc,Bắc,Cơ bản,HĐMB
10.2,124.5,4.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
8.2,96.0,3.0,Khác,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
4.5,60.0,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
10.5,87.4,2.0,Tây Hồ,Không rõ,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
13.8,109.8,3.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.5,78.0,2.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
11.8,91.5,3.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.1,60.0,2.0,Tây Hồ,Không rõ,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
8.0,65.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.0,80.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Không rõ
9.0,77.5,2.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
11.2,85.0,3.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
13.8,127.5,3.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Không rõ
5.0,100.0,3.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Cơ bản,HĐMB
6.6,65.0,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.39,57.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Đang chờ sổ
4.75,62.0,2.0,Hoàng Mai,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
5.0,60.0,3.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Không rõ
10.5,99.5,3.0,Bắc Từ Liêm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
13.58,146.0,3.0,Khác,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
3.1,43.0,2.0,Gia Lâm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
5.0,61.0,2.0,Hà Đông,Tây - Nam,Không rõ,Đầy đủ,HĐMB
7.3,82.0,2.0,Cầu Giấy,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
8.9,95.0,3.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
14.5,107.0,3.0,Thanh Xuân,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
14.0,110.0,3.0,Cầu Giấy,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.15,70.0,2.0,Cầu Giấy,Nam,Bắc,Đầy đủ,Không rõ
4.5,60.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
10.5,96.0,3.0,Cầu Giấy,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
9.2,85.0,2.0,Cầu Giấy,Nam,Đông,Đầy đủ,Không rõ
9.0,104.52,3.0,Nam Từ Liêm,Không rõ,Đông - Nam,Cơ bản,Sổ đỏ/Sổ hồng
6.2,82.0,3.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
5.5,72.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
9.6,105.0,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
5.5,64.0,2.0,Long Biên,Đông - Nam,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.2,77.0,2.0,Long Biên,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
8.0,97.0,3.0,Long Biên,Không rõ,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng
7.25,81.5,2.0,Bắc Từ Liêm,Tây - Bắc,Đông - Nam,Cơ bản,HĐMB
8.3,85.0,3.0,Tây Hồ,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.68,96.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
5.5,67.0,2.0,Thanh Xuân,Bắc,Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.5,91.0,2.0,Hà Đông,Tây - Bắc,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
9.3,100.0,3.0,Tây Hồ,Nam,Bắc,Không rõ,Không rõ
3.15,36.0,1.0,Nam Từ Liêm,Tây - Nam,Đông - Bắc,Cơ bản,HĐMB
7.5,66.0,2.0,Thanh Xuân,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.5,55.0,2.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
7.2,68.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
4.55,33.0,2.0,Khác,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
8.9,108.0,3.0,Nam Từ Liêm,Đông - Bắc,Tây - Nam,Đầy đủ,Không rõ
4.9,55.0,2.0,Gia Lâm,Đông - Bắc,Tây - Nam,Không rõ,Sổ đỏ/Sổ hồng
8.1,95.0,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,HĐMB
12.0,171.0,3.0,Nam Từ Liêm,Tây,Nam,Cơ bản,Sổ đỏ/Sổ hồng
5.0,79.0,2.0,Hoàng Mai,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
4.55,54.0,2.0,Hoàng Mai,Đông,Tây,Đầy đủ,Sổ đỏ/Sổ hồng
7.0,85.0,3.0,Long Biên,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.05,86.0,2.0,Hà Đông,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
17.0,125.1,4.0,Cầu Giấy,Tây,Đông,Đầy đủ,Sổ đỏ/Sổ hồng
3.75,57.0,2.0,Hà Đông,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
3.75,55.0,2.0,Hà Đông,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
5.04,63.0,2.0,Hà Đông,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
4.2,62.0,2.0,Hà Đông,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
3.7,54.0,2.0,Hà Đông,Tây - Nam,Đông - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
6.6,63.5,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
5.8,96.8,3.0,Hoài Đức,Đông - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
2.6,35.0,2.0,Gia Lâm,Không rõ,Tây - Nam,Không nội thất,HĐMB
7.0,69.0,2.0,Cầu Giấy,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
8.5,86.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
15.8,129.0,2.0,Thanh Xuân,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.0,61.7,2.0,Nam Từ Liêm,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
6.7,66.7,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
12.3,107.4,3.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.5,45.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,HĐMB
8.0,80.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
14.5,150.0,4.0,Tây Hồ,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
12.0,115.0,4.0,Nam Từ Liêm,Đông - Bắc,Đông,Không rõ,Sổ đỏ/Sổ hồng
5.9,60.7,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,78.0,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Không rõ
9.0,109.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
4.0,69.9,2.0,Hoài Đức,Tây,Đông,Đầy đủ,Sổ đỏ/Sổ hồng
6.0,83.0,2.0,Hoài Đức,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.88,68.0,2.0,Khác,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
32.71,221.0,3.0,Long Biên,Không rõ,Không rõ,Đầy đủ,HĐMB
14.0,100.0,3.0,Cầu Giấy,Đông,Tây - Bắc,Không nội thất,HĐMB
8.6,72.4,2.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.6,154.3,4.0,Hà Đông,Không rõ,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
10.5,82.6,2.0,Tây Hồ,Không rõ,Tây,Cơ bản,Sổ đỏ/Sổ hồng
15.5,94.7,3.0,Cầu Giấy,Bắc,Nam,Không nội thất,HĐMB
9.0,128.0,2.0,Hoài Đức,Không rõ,Không rõ,Đầy đủ,Không rõ
7.6,75.0,3.0,Khác,Không rõ,Không rõ,Cơ bản,Không rõ
2.95,45.0,2.0,Long Biên,Không rõ,Không rõ,Cơ bản,Sổ đỏ/Sổ hồng
11.3,79.0,2.0,Nam Từ Liêm,Đông - Bắc,Đông - Bắc,Không nội thất,HĐMB
4.9,69.6,2.0,Bắc Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
12.0,103.0,3.0,Bắc Từ Liêm,Không rõ,Đông - Bắc,Cơ bản,Sổ đỏ/Sổ hồng
5.8,68.0,2.0,Hoàng Mai,Đông - Nam,Tây - Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
7.0,74.8,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
10.75,97.6,3.0,Bắc Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
11.9,104.1,3.0,Bắc Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.49,96.0,3.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
8.5,111.4,3.0,Hà Đông,Đông - Nam,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.1,66.0,2.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
18.0,125.0,3.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
12.5,100.0,2.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.0,75.0,3.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,115.0,3.0,Nam Từ Liêm,Đông,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.0,64.0,2.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.0,90.3,3.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,115.0,3.0,Nam Từ Liêm,Đông,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
3.9,54.8,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.18,48.0,2.0,Hà Đông,Đông,Tây,Đầy đủ,Sổ đỏ/Sổ hồng
3.6,48.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
8.4,87.5,2.0,Bắc Từ Liêm,Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
5.5,75.7,3.0,Nam Từ Liêm,Không rõ,Đông - Nam,Không rõ,Sổ đỏ/Sổ hồng
2.3,32.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
8.8,104.0,3.0,Nam Từ Liêm,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
16.0,115.0,3.0,Nam Từ Liêm,Đông,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
9.0,80.0,3.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Không rõ
7.8,73.0,2.0,Thanh Xuân,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.0,68.0,2.0,Hoàng Mai,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
6.9,82.0,2.0,Hoàng Mai,Đông - Nam,Bắc,Đầy đủ,Sổ đỏ/Sổ hồng
8.7,115.0,3.0,Hoàng Mai,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
14.5,141.0,3.0,Cầu Giấy,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
12.0,106.0,3.0,Hoàng Mai,Tây,Đông,Không rõ,Sổ đỏ/Sổ hồng
10.0,94.0,2.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,HĐMB
13.8,143.0,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,Không rõ
10.6,130.0,3.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.4,78.0,2.0,Thanh Xuân,Không rõ,Không rõ,Cơ bản,HĐMB
4.8,83.0,3.0,Long Biên,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
14.4,130.0,3.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
13.8,182.0,4.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
4.8,64.2,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
7.8,53.0,1.0,Khác,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
6.0,85.0,3.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Không rõ
6.65,92.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
5.69,62.0,2.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.92,55.0,2.0,Gia Lâm,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,80.0,2.0,Hoàng Mai,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.2,54.0,2.0,Hà Đông,Không rõ,Không rõ,Không rõ,HĐMB
21.1,240.05,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
15.2,105.0,3.0,Khác,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
7.5,100.0,3.0,Nam Từ Liêm,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
4.89,82.0,2.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
15.2,93.0,2.0,Tây Hồ,Không rõ,Không rõ,Không rõ,HĐMB
